연도,월,RESPOND_CHARTR_SDIV_ID,RESPOND_CHARTR_SDIV_NM,RSPNS_RATE
2022,4,JOB_WC,사무/기술직,48.0
2022,4,JOB_BM,경영/관리/전문직,9.5
2022,4,JOB_HW,전업주부,10.0
2022,4,JOB_GS,대학/대학원생,4.4
2022,4,JOB_ETC,기타/무직,11.0
2022,4,MRST_UM,미혼,35.5
2022,4,MRST_NK,신혼기(자녀 없음),6.9
2022,4,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),17.7
2022,4,MRST_KD_MD,자녀 성장(막내 중고생),9.5
2022,4,MRST_KD_CL,자녀 성인(막내 대학),23.5
2022,4,MRST_KD_MR,자녀 독립(막내 결혼),6.8
2022,5,SEXDSTN_M,남성,53.5
2022,5,SEXDSTN_F,여성,46.5
2022,5,AGRDE_20,20대,18.2
2022,5,AGRDE_30,30대,20.4
2022,5,AGRDE_40,40대,21.4
2022,5,AGRDE_50,50대,22.8
2022,5,AGRDE_60,60대,17.2
2022,5,OC_AREA_SU,거주지역_서울특별시,18.3
2022,5,OC_AREA_BS,거주지역_부산광역시,6.4
2022,5,OC_AREA_DG,거주지역_대구광역시,4.9
2022,5,OC_AREA_IC,거주지역_인천광역시,5.7
2022,5,OC_AREA_GJ,거주지역_광주광역시,2.7
2022,5,OC_AREA_DJ,거주지역_대전광역시,3.0
2022,5,OC_AREA_US,거주지역_울산광역시,2.4
2022,5,OC_AREA_GG,거주지역_경기도,26.7
2022,5,OC_AREA_GW,거주지역_강원도,2.7
2022,5,OC_AREA_CHNB,거주지역_충청북도,2.9
2022,5,OC_AREA_CHNN_SJ,거주지역_충청남도(세종시 포함),5.0
2022,5,OC_AREA_JLBK,거주지역_전라북도,3.1
2022,5,OC_AREA_JLNM,거주지역_전라남도,3.1
2022,5,OC_AREA_GYNB,거주지역_경상북도,4.8
2022,5,OC_AREA_GYNN,거주지역_경상남도,7.0
2022,5,OC_AREA_JJ,거주지역_제주특별자치도,1.3
2022,5,HSHLD_INCOME_300,300만원 미만,9.2
2022,5,HSHLD_INCOME_300_500,300이상500만원 미만,25.8
2022,5,HSHLD_INCOME_500_700,500이상700만원 미만,30.6
2022,5,HSHLD_INCOME_700,700만원 이상,34.5
2022,5,JOB_SE,자영업,6.5
2022,5,JOB_SL,판매/서비스직,4.2
2022,5,JOB_GMW,기능/숙련/일반작업직,5.1
2022,5,JOB_WC,사무/기술직,49.1
2022,5,JOB_BM,경영/관리/전문직,8.7
2022,5,JOB_HW,전업주부,8.8
2022,5,JOB_GS,대학/대학원생,5.3
2022,5,JOB_ETC,기타/무직,12.2
2022,5,MRST_UM,미혼,33.5
2022,5,MRST_NK,신혼기(자녀 없음),8.1
2022,5,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),19.5
2022,5,MRST_KD_MD,자녀 성장(막내 중고생),8.4
2022,5,MRST_KD_CL,자녀 성인(막내 대학),25.1
2022,5,MRST_KD_MR,자녀 독립(막내 결혼),5.4
2022,6,SEXDSTN_M,남성,52.6
2022,6,SEXDSTN_F,여성,47.4
2022,6,AGRDE_20,20대,17.3
2022,6,AGRDE_30,30대,18.8
2022,6,AGRDE_40,40대,23.5
2022,6,AGRDE_50,50대,22.1
2022,6,AGRDE_60,60대,18.2
2022,6,OC_AREA_SU,거주지역_서울특별시,20.2
2022,6,OC_AREA_BS,거주지역_부산광역시,6.3
2022,6,OC_AREA_DG,거주지역_대구광역시,4.8
2022,6,OC_AREA_IC,거주지역_인천광역시,5.9
2022,6,OC_AREA_GJ,거주지역_광주광역시,2.9
2022,6,OC_AREA_DJ,거주지역_대전광역시,3.1
2022,6,OC_AREA_US,거주지역_울산광역시,2.5
2022,6,OC_AREA_GG,거주지역_경기도,25.9
2022,6,OC_AREA_GW,거주지역_강원도,2.7
2022,6,OC_AREA_CHNB,거주지역_충청북도,3.0
2022,6,OC_AREA_CHNN_SJ,거주지역_충청남도(세종시 포함),4.0
2022,6,OC_AREA_JLBK,거주지역_전라북도,4.0
2022,6,OC_AREA_JLNM,거주지역_전라남도,2.6
2022,6,OC_AREA_GYNB,거주지역_경상북도,4.7
2022,6,OC_AREA_GYNN,거주지역_경상남도,6.1
2022,6,OC_AREA_JJ,거주지역_제주특별자치도,1.3
2022,6,HSHLD_INCOME_300,300만원 미만,10.9
2022,6,HSHLD_INCOME_300_500,300이상500만원 미만,25.5
2022,6,HSHLD_INCOME_500_700,500이상700만원 미만,30.1
2022,6,HSHLD_INCOME_700,700만원 이상,33.6
2022,6,JOB_SE,자영업,7.6
2022,6,JOB_SL,판매/서비스직,3.7
2022,6,JOB_GMW,기능/숙련/일반작업직,4.6
2022,6,JOB_WC,사무/기술직,49.8
2022,6,JOB_BM,경영/관리/전문직,10.4
2022,6,JOB_HW,전업주부,8.9
2022,6,JOB_GS,대학/대학원생,4.1
2022,6,JOB_ETC,기타/무직,10.9
2022,6,MRST_UM,미혼,33.9
2022,6,MRST_NK,신혼기(자녀 없음),6.8
2022,6,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),20.4
2022,6,MRST_KD_MD,자녀 성장(막내 중고생),7.9
2022,6,MRST_KD_CL,자녀 성인(막내 대학),25.3
2022,6,MRST_KD_MR,자녀 독립(막내 결혼),5.7
2022,7,SEXDSTN_M,남성,52.0
2022,7,SEXDSTN_F,여성,48.0
2022,7,AGRDE_20,20대,18.1
2022,7,AGRDE_30,30대,19.8
2022,7,AGRDE_40,40대,21.3
2022,7,AGRDE_50,50대,23.2
2022,7,AGRDE_60,60대,17.6
2022,7,OC_AREA_SU,거주지역_서울특별시,19.1
2022,7,OC_AREA_BS,거주지역_부산광역시,6.1
2022,7,OC_AREA_DG,거주지역_대구광역시,5.3
2022,7,OC_AREA_IC,거주지역_인천광역시,6.1
2022,7,OC_AREA_GJ,거주지역_광주광역시,2.8
2022,7,OC_AREA_DJ,거주지역_대전광역시,3.0
2022,7,OC_AREA_US,거주지역_울산광역시,2.4
2022,7,OC_AREA_GG,거주지역_경기도,26.8
2022,7,OC_AREA_GW,거주지역_강원도,2.7
2022,7,OC_AREA_CHNB,거주지역_충청북도,3.2
2022,7,OC_AREA_CHNN_SJ,거주지역_충청남도(세종시 포함),4.2
2022,7,OC_AREA_JLBK,거주지역_전라북도,3.2
2022,7,OC_AREA_JLNM,거주지역_전라남도,3.4
2022,7,OC_AREA_GYNB,거주지역_경상북도,4.8
2022,7,OC_AREA_GYNN,거주지역_경상남도,6.0
2022,7,OC_AREA_JJ,거주지역_제주특별자치도,0.9
2022,7,HSHLD_INCOME_300,300만원 미만,11.5
2022,7,HSHLD_INCOME_300_500,300이상500만원 미만,29.7
2022,7,HSHLD_INCOME_500_700,500이상700만원 미만,29.3
2022,7,HSHLD_INCOME_700,700만원 이상,29.5
2022,7,JOB_SE,자영업,8.3
2022,7,JOB_SL,판매/서비스직,4.8
2022,7,JOB_GMW,기능/숙련/일반작업직,6.3
2022,7,JOB_WC,사무/기술직,39.8
2022,7,JOB_BM,경영/관리/전문직,7.0
2022,7,JOB_HW,전업주부,12.0
2022,7,JOB_GS,대학/대학원생,6.8
2022,7,JOB_ETC,기타/무직,15.0
2022,7,MRST_UM,미혼,33.2
2022,7,MRST_NK,신혼기(자녀 없음),6.7
2022,7,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),19.0
2022,7,MRST_KD_MD,자녀 성장(막내 중고생),7.8
2022,7,MRST_KD_CL,자녀 성인(막내 대학),24.6
2022,7,MRST_KD_MR,자녀 독립(막내 결혼),8.7
2022,8,SEXDSTN_M,남성,50.6
2022,8,SEXDSTN_F,여성,49.4
2022,8,AGRDE_20,20대,18.1
2022,8,AGRDE_30,30대,19.3
2022,8,AGRDE_40,40대,22.7
2022,8,AGRDE_50,50대,21.8
2022,8,AGRDE_60,60대,18.1
2022,8,OC_AREA_SU,거주지역_서울특별시,18.2
2022,8,OC_AREA_BS,거주지역_부산광역시,6.6
2022,8,OC_AREA_DG,거주지역_대구광역시,4.8
2022,8,OC_AREA_IC,거주지역_인천광역시,5.9
2022,8,OC_AREA_GJ,거주지역_광주광역시,2.9
2022,8,OC_AREA_DJ,거주지역_대전광역시,3.0
2022,8,OC_AREA_US,거주지역_울산광역시,2.3
2022,8,OC_AREA_GG,거주지역_경기도,27.6
2022,8,OC_AREA_GW,거주지역_강원도,2.4
2022,8,OC_AREA_CHNB,거주지역_충청북도,3.2
2022,8,OC_AREA_CHNN_SJ,거주지역_충청남도(세종시 포함),4.8
2022,8,OC_AREA_JLBK,거주지역_전라북도,3.1
2022,8,OC_AREA_JLNM,거주지역_전라남도,3.4
2022,8,OC_AREA_GYNB,거주지역_경상북도,4.9
2022,8,OC_AREA_GYNN,거주지역_경상남도,6.1
2022,8,OC_AREA_JJ,거주지역_제주특별자치도,1.0
2022,8,HSHLD_INCOME_300,300만원 미만,13.0
2022,8,HSHLD_INCOME_300_500,300이상500만원 미만,28.3
2022,8,HSHLD_INCOME_500_700,500이상700만원 미만,28.4
2022,8,HSHLD_INCOME_700,700만원 이상,30.3
2022,8,JOB_SE,자영업,7.8
2022,8,JOB_SL,판매/서비스직,6.2
2022,8,JOB_GMW,기능/숙련/일반작업직,7.9
2022,8,JOB_WC,사무/기술직,35.4
2022,8,JOB_BM,경영/관리/전문직,5.9
2022,8,JOB_HW,전업주부,14.7
2022,8,JOB_GS,대학/대학원생,6.5
2022,8,JOB_ETC,기타/무직,15.6
2022,8,MRST_UM,미혼,32.8
2022,8,MRST_NK,신혼기(자녀 없음),6.2
2022,8,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),20.4
2022,8,MRST_KD_MD,자녀 성장(막내 중고생),6.4
2022,8,MRST_KD_CL,자녀 성인(막내 대학),24.9
2022,8,MRST_KD_MR,자녀 독립(막내 결혼),9.3
2022,9,SEXDSTN_M,남성,48.4
2022,9,SEXDSTN_F,여성,51.6
2022,9,AGRDE_20,20대,18.1
2022,9,AGRDE_30,30대,18.9
2022,9,AGRDE_40,40대,22.9
2022,9,AGRDE_50,50대,22.6
2022,9,AGRDE_60,60대,17.6
2022,9,OC_AREA_SU,거주지역_서울특별시,20.1
2022,9,OC_AREA_BS,거주지역_부산광역시,6.8
2022,9,OC_AREA_DG,거주지역_대구광역시,4.9
2022,9,OC_AREA_IC,거주지역_인천광역시,5.6
2022,9,OC_AREA_GJ,거주지역_광주광역시,2.6
2022,9,OC_AREA_DJ,거주지역_대전광역시,2.7
2022,9,OC_AREA_US,거주지역_울산광역시,2.4
2022,9,OC_AREA_GG,거주지역_경기도,26.3
2022,9,OC_AREA_GW,거주지역_강원도,2.6
2022,9,OC_AREA_CHNB,거주지역_충청북도,2.9
2022,9,OC_AREA_CHNN_SJ,거주지역_충청남도(세종시 포함),4.2
2022,9,OC_AREA_JLBK,거주지역_전라북도,3.4
2022,9,OC_AREA_JLNM,거주지역_전라남도,3.0
2022,9,OC_AREA_GYNB,거주지역_경상북도,4.7
2022,9,OC_AREA_GYNN,거주지역_경상남도,6.6
2022,9,OC_AREA_JJ,거주지역_제주특별자치도,1.1
2022,9,HSHLD_INCOME_300,300만원 미만,13.4
2022,9,HSHLD_INCOME_300_500,300이상500만원 미만,27.7
2022,9,HSHLD_INCOME_500_700,500이상700만원 미만,28.2
2022,9,HSHLD_INCOME_700,700만원 이상,30.6
2022,9,JOB_SE,자영업,7.5
2022,9,JOB_SL,판매/서비스직,6.9
2022,9,JOB_GMW,기능/숙련/일반작업직,7.1
2022,9,JOB_WC,사무/기술직,38.6
2022,9,JOB_BM,경영/관리/전문직,5.0
2022,9,JOB_HW,전업주부,14.4
2022,9,JOB_GS,대학/대학원생,6.3
2022,9,JOB_ETC,기타/무직,14.2
2022,9,MRST_UM,미혼,31.6
2022,9,MRST_NK,신혼기(자녀 없음),8.2
2022,9,MRST_KD_EL,자녀 유아&성장(막내 입학전~초등생),19.6
2022,9,MRST_KD_MD,자녀 성장(막내 중고생),8.4
2022,9,MRST_KD_CL,자녀 성인(막내 대학),24.2
2022,9,MRST_KD_MR,자녀 독립(막내 결혼),8.0
2022,10,SEXDSTN_M,남성,50.4
2022,10,SEXDSTN_F,여성,49.6
2022,10,AGRDE_20,20대,16.7
2022,10,AGRDE_30,30대,19.4
2022,10,AGRDE_40,40대,23.6
2022,10,AGRDE_50,50대,22.0
2022,10,AGRDE_60,60대,18.3
2022,10,OC_AREA_SU,거주지역_서울특별시,19.7
2022,10,OC_AREA_BS,거주지역_부산광역시,6.0
2022,10,OC_AREA_DG,거주지역_대구광역시,4.9
2022,10,OC_AREA_IC,거주지역_인천광역시,5.5
